Codigo,DataVenda,CodFilial,CodCliente,NomeCliente,CidadeCliente,EstadoCliente,CodProduto,DescricaoProdutos,CodVendedor,NomeVendedor,ValorBruto,ValorLiquido,Desconto,Variação
707,2024-11-19 06:01:08,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,852963,MANOPLA TW12,2425,Bruno Rodrigues,11750.29,10105.25,1645.0406,0.14
708,2025-06-23 20:50:03,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,963852,MANOPLA TW24,1010,Maria Santos,3200.83,2752.71,448.1162,0.14
709,2024-09-26 06:00:41,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,852741,MANOPLA ZW64,1616,Lucas Cardoso,1922.00,1652.92,269.08,0.14
710,2025-08-10 13:11:01,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,963741,MANOPLA ZW90,7539,Rafael Pereira,9919.79,8531.02,1388.7706,0.14
711,2025-01-22 18:18:45,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,789456,EIXO 12X48,2369,Mariana Dias,3180.35,2735.10,445.249,0.14
712,2024-08-22 13:10:37,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123798,EIXO 24X48,4748,Thiago Nascimento,7646.73,6576.19,1070.5422,0.14
713,2025-04-21 19:10:38,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,147258,EIXO 36X48,5859,Carlos Souza,3341.79,2873.94,467.8506,0.14
714,2024-08-28 07:07:45,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,258369,EIXO 48X48,1516,Beatriz Gomes,7221.82,6210.77,1011.0548,0.14
715,2024-11-09 01:33:22,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,951236,PORTA PALETE ,1478,Ricardo Almeida,13234.98,11382.08,1852.8972,0.14
716,2024-11-04 14:23:15,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,325874,SUPORTE PORTA,7531,Pedro Costa,16027.27,13783.45,2243.8178,0.14
717,2024-12-15 00:45:28,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,753698,PALETE PEQUENO,8521,Tatiana Lopes,9431.48,8111.07,1320.4072,0.14
718,2025-02-20 06:05:32,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357412,PALETE MEDIO,1254,Larissa Barbosa,22557.77,19399.68,3158.0878,0.14
719,2024-12-07 06:09:16,27,2787,TATIANE FLORES,Brasília,DF,357896,PALETE GRANDE,4748,Thiago Nascimento,16146.20,13885.73,2260.468,0.14
720,2025-02-18 15:42:11,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,985214,REFRIGERADOR TS4,1010,Maria Santos,24302.39,20900.06,3402.3346,0.14
721,2024-12-04 04:15:56,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,985214,REFRIGERADOR TS4,4567,Camila Martins,2603.22,2238.77,364.4508,0.14
722,2025-07-23 11:56:30,36,3688,GL REPRESENTACOES,Vitória,ES,123456,CARRO TRANSPORTE,4879,Vanessa Correia,13280.66,11421.37,1859.2924,0.14
723,2024-08-28 11:44:54,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,741852,GAVETA QUADRO,5514,Priscila Campos,1877.89,1614.99,262.9046,0.14
724,2024-09-28 14:18:41,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,852963,MANOPLA TW12,2425,Bruno Rodrigues,9269.71,7971.95,1297.7594,0.14
725,2025-01-17 15:51:45,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963852,MANOPLA TW24,6568,Leandro Pinto,8836.43,7599.33,1237.1002,0.14
726,2025-01-13 11:43:58,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,852741,MANOPLA ZW64,1241,Gabriela Rocha,20331.17,17484.81,2846.3638,0.14
727,2025-02-19 13:40:44,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,963741,MANOPLA ZW90,1254,Larissa Barbosa,6512.23,5600.52,911.7122,0.14
728,2024-09-18 20:32:52,27,2787,TATIANE FLORES,Brasília,DF,789456,EIXO 12X48,1596,Mateus Carvalho,11240.82,9667.11,1573.7148,0.14
729,2025-02-14 11:10:17,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123798,EIXO 24X48,1254,Larissa Barbosa,5717.33,4916.90,800.4262,0.14
730,2024-11-15 23:45:15,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,147258,EIXO 36X48,2369,Mariana Dias,10006.67,8605.74,1400.9338,0.14
731,2024-12-04 21:05:34,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,258369,EIXO 48X48,2425,Bruno Rodrigues,4406.96,3789.99,616.9744,0.14
732,2024-08-28 18:43:21,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,951236,PORTA PALETE ,1478,Ricardo Almeida,16864.49,14503.46,2361.0286,0.14
733,2025-01-31 08:45:27,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,325874,SUPORTE PORTA,1241,Gabriela Rocha,3749.78,3224.81,524.9692,0.14
734,2025-02-01 13:37:37,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,753698,PALETE PEQUENO,1241,Gabriela Rocha,22137.46,19038.22,3099.2444,0.14
735,2025-03-18 06:44:40,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,357412,PALETE MEDIO,8745,João Silva,4824.34,4148.93,675.4076,0.14
736,2025-05-17 23:07:27,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,357896,PALETE GRANDE,1596,Mateus Carvalho,10613.96,9128.01,1485.9544,0.14
737,2025-06-15 15:40:43,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,985214,REFRIGERADOR TS4,9856,Juliana Ferreira,4176.49,3591.78,584.7086,0.14
738,2025-05-25 09:34:17,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,985214,REFRIGERADOR TS4,4748,Thiago Nascimento,9966.83,8571.47,1395.3562,0.14
739,2024-11-08 10:01:41,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123456,CARRO TRANSPORTE,6454,Gustavo Ribeiro,7378.74,6345.72,1033.0236,0.14
740,2025-07-26 04:00:26,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,741852,GAVETA QUADRO,1596,Mateus Carvalho,2563.32,2204.46,358.8648,0.14
741,2024-10-11 04:42:25,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,852963,MANOPLA TW12,5859,Carlos Souza,16106.71,13851.77,2254.9394,0.14
742,2025-06-10 07:13:18,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,963852,MANOPLA TW24,9897,Felipe Araújo,9836.59,8459.47,1377.1226,0.14
743,2024-12-04 07:15:10,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,852741,MANOPLA ZW64,1478,Ricardo Almeida,20076.66,17265.93,2810.7324,0.14
744,2025-08-10 19:08:05,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,963741,MANOPLA ZW90,3256,Letícia Moreira,4339.94,3732.35,607.5916,0.14
745,2024-12-31 10:37:38,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,789456,EIXO 12X48,5859,Carlos Souza,18551.33,15954.14,2597.1862,0.14
746,2024-08-22 02:09:17,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123798,EIXO 24X48,2425,Bruno Rodrigues,13308.75,11445.53,1863.225,0.14
746,2024-08-22 02:09:17,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123798,EIXO 24X48,2425,Bruno Rodrigues,13308.75,11445.53,1863.225,0.14
747,2024-12-14 04:18:28,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,147258,EIXO 36X48,1616,Lucas Cardoso,1969.26,1693.56,275.6964,0.14
748,2024-10-10 05:37:51,27,2787,TATIANE FLORES,Brasília,DF,258369,EIXO 48X48,1616,Lucas Cardoso,23042.67,19816.70,3225.9738,0.14
749,2025-07-04 05:11:02,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,951236,PORTA PALETE ,1616,Lucas Cardoso,21385.38,18391.43,2993.9532,0.14
750,2024-10-31 08:44:08,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,325874,SUPORTE PORTA,4748,Thiago Nascimento,5191.35,4464.56,726.789,0.14
751,2025-02-11 21:41:10,36,3688,GL REPRESENTACOES,Vitória,ES,753698,PALETE PEQUENO,3256,Letícia Moreira,18963.88,16308.94,2654.9432,0.14
752,2025-03-25 00:50:14,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,357412,PALETE MEDIO,2425,Bruno Rodrigues,10767.57,9260.11,1507.4598,0.14
753,2024-12-06 05:31:41,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,357896,PALETE GRANDE,1010,Maria Santos,5452.10,4688.81,763.294,0.14
754,2025-07-20 11:32:34,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,17343.36,14915.29,2428.0704,0.14
755,2024-11-26 05:17:12,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,985214,REFRIGERADOR TS4,7539,Rafael Pereira,4714.92,4054.83,660.0888,0.14
756,2025-03-12 15:51:39,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123456,CARRO TRANSPORTE,2369,Mariana Dias,8399.52,7223.59,1175.9328,0.14
757,2025-04-06 15:04:47,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,741852,GAVETA QUADRO,4748,Thiago Nascimento,2942.66,2530.69,411.9724,0.14
758,2025-08-09 12:30:49,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,852963,MANOPLA TW12,5859,Carlos Souza,4294.29,3693.09,601.2006,0.14
759,2025-06-12 04:08:52,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,963852,MANOPLA TW24,1516,Beatriz Gomes,20034.41,17229.59,2804.8174,0.14
760,2025-07-23 07:41:47,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,852741,MANOPLA ZW64,1478,Ricardo Almeida,8821.98,7586.90,1235.0772,0.14
761,2024-09-12 08:26:50,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,963741,MANOPLA ZW90,7531,Pedro Costa,4931.76,4241.31,690.4464,0.14
762,2024-10-22 22:15:53,21,2189,ANDREY PAIXAO SILVA,Recife,PE,789456,EIXO 12X48,8521,Tatiana Lopes,16674.97,14340.47,2334.4958,0.14
763,2024-12-24 17:51:41,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123798,EIXO 24X48,1254,Larissa Barbosa,4674.76,4020.29,654.4664,0.14
764,2024-12-31 17:23:12,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,147258,EIXO 36X48,4748,Thiago Nascimento,5959.44,5125.12,834.3216,0.14
765,2024-11-13 02:06:58,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,258369,EIXO 48X48,1010,Maria Santos,3193.62,2746.51,447.1068,0.14
766,2024-10-04 07:39:24,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,951236,PORTA PALETE ,4567,Camila Martins,9454.13,8130.55,1323.5782,0.14
767,2025-02-24 07:31:23,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,325874,SUPORTE PORTA,4879,Vanessa Correia,4902.28,4215.96,686.3192,0.14
768,2025-02-16 00:18:57,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,753698,PALETE PEQUENO,5514,Priscila Campos,3823.19,3287.94,535.2466,0.14
769,2025-04-22 19:01:39,21,2189,ANDREY PAIXAO SILVA,Recife,PE,357412,PALETE MEDIO,2425,Bruno Rodrigues,3912.59,3364.83,547.7626,0.14
770,2024-08-23 17:24:34,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357896,PALETE GRANDE,6568,Leandro Pinto,2316.75,1992.41,324.345,0.14
771,2025-08-08 04:55:29,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1241,Gabriela Rocha,11799.87,10147.89,1651.9818,0.14
772,2025-03-15 12:09:41,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1254,Larissa Barbosa,9866.14,8484.88,1381.2596,0.14
773,2025-04-18 20:10:04,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,123456,CARRO TRANSPORTE,1596,Mateus Carvalho,2410.22,2072.79,337.4308,0.14
774,2025-01-12 17:10:50,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,741852,GAVETA QUADRO,1254,Larissa Barbosa,6995.35,6016.00,979.349,0.14
775,2025-01-30 07:31:31,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,852963,MANOPLA TW12,2369,Mariana Dias,2498.54,2148.74,349.7956,0.14
776,2024-08-30 10:26:08,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963852,MANOPLA TW24,2425,Bruno Rodrigues,17405.58,14968.80,2436.7812,0.14
777,2025-03-25 19:29:34,27,2787,TATIANE FLORES,Brasília,DF,852741,MANOPLA ZW64,1478,Ricardo Almeida,23181.68,19936.24,3245.4352,0.14
778,2024-11-30 19:56:37,27,2787,TATIANE FLORES,Brasília,DF,963741,MANOPLA ZW90,1241,Gabriela Rocha,5761.78,4955.13,806.6492,0.14
779,2025-05-20 04:42:04,30,3089,VITAL SYSTEMS ,Salvador,BA,789456,EIXO 12X48,1241,Gabriela Rocha,12732.33,10949.80,1782.5262,0.14
780,2025-03-18 12:48:24,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,123798,EIXO 24X48,8745,João Silva,8824.17,7588.79,1235.3838,0.14
781,2025-01-30 06:39:42,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,147258,EIXO 36X48,1596,Mateus Carvalho,4419.27,3800.57,618.6978,0.14
782,2024-09-06 15:40:01,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,258369,EIXO 48X48,9856,Juliana Ferreira,4550.92,3913.79,637.1288,0.14
783,2024-12-30 20:53:38,30,3089,VITAL SYSTEMS ,Salvador,BA,951236,PORTA PALETE ,4748,Thiago Nascimento,4047.86,3481.16,566.7004,0.14
784,2025-07-26 16:56:36,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,325874,SUPORTE PORTA,6454,Gustavo Ribeiro,1905.93,1639.10,266.8302,0.14
785,2025-02-10 06:44:55,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,753698,PALETE PEQUENO,1596,Mateus Carvalho,5851.63,5032.40,819.2282,0.14
786,2025-02-24 19:22:50,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,357412,PALETE MEDIO,5859,Carlos Souza,4111.54,3535.92,575.6156,0.14
787,2025-06-08 23:33:48,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,357896,PALETE GRANDE,9897,Felipe Araújo,16536.85,14221.69,2315.159,0.14
788,2025-07-24 18:36:43,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,16590.22,14267.59,2322.6308,0.14
789,2025-04-10 18:02:19,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,3256,Letícia Moreira,3310.18,2846.75,463.4252,0.14
790,2025-02-22 05:21:46,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,123456,CARRO TRANSPORTE,5859,Carlos Souza,8204.24,7055.65,1148.5936,0.14
791,2024-12-31 11:31:46,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,741852,GAVETA QUADRO,2425,Bruno Rodrigues,10458.24,8994.09,1464.1536,0.14
792,2025-02-15 21:28:31,21,2189,ANDREY PAIXAO SILVA,Recife,PE,852963,MANOPLA TW12,1616,Lucas Cardoso,15507.44,13336.40,2171.0416,0.14
793,2025-07-01 23:24:28,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,963852,MANOPLA TW24,1616,Lucas Cardoso,24852.54,21373.18,3479.3556,0.14
794,2025-01-07 09:36:07,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,852741,MANOPLA ZW64,1616,Lucas Cardoso,5928.94,5098.89,830.0516,0.14
795,2025-05-14 03:30:47,27,2787,TATIANE FLORES,Brasília,DF,963741,MANOPLA ZW90,4748,Thiago Nascimento,7064.33,6075.32,989.0062,0.14
796,2025-06-07 09:47:40,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,789456,EIXO 12X48,3256,Letícia Moreira,9269.71,7971.95,1297.7594,0.14
797,2024-11-11 01:08:13,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123798,EIXO 24X48,2425,Bruno Rodrigues,21275.23,18296.70,2978.5322,0.14
798,2025-07-03 18:02:33,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,147258,EIXO 36X48,1010,Maria Santos,20673.42,17779.14,2894.2788,0.14
799,2025-03-12 12:59:49,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,258369,EIXO 48X48,1616,Lucas Cardoso,45654.56,39262.92,6391.6384,0.14
800,2025-06-07 07:08:16,36,3688,GL REPRESENTACOES,Vitória,ES,951236,PORTA PALETE ,7539,Rafael Pereira,5452.10,4688.81,763.294,0.14
801,2024-09-28 18:09:52,27,2787,TATIANE FLORES,Brasília,DF,325874,SUPORTE PORTA,2369,Mariana Dias,4287.64,3687.37,600.2696,0.14
802,2024-10-25 07:20:57,30,3089,VITAL SYSTEMS ,Salvador,BA,753698,PALETE PEQUENO,4748,Thiago Nascimento,6833.69,5876.97,956.7166,0.14
803,2025-04-01 19:54:20,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,357412,PALETE MEDIO,5859,Carlos Souza,5541.91,4766.04,775.8674,0.14
804,2025-06-11 11:17:46,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,357896,PALETE GRANDE,1516,Beatriz Gomes,13907.91,11960.80,1947.1074,0.14
805,2024-10-27 23:28:45,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,11587.74,9965.46,1622.2836,0.14
806,2025-03-31 11:59:15,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,7531,Pedro Costa,4789.86,4119.28,670.5804,0.14
807,2025-01-05 14:30:15,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,123456,CARRO TRANSPORTE,8521,Tatiana Lopes,5349.81,4600.84,748.9734,0.14
808,2024-12-03 12:30:36,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,741852,GAVETA QUADRO,1254,Larissa Barbosa,10997.58,9457.92,1539.6612,0.14
809,2025-06-15 14:37:55,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,852963,MANOPLA TW12,4748,Thiago Nascimento,6263.86,5386.92,876.9404,0.14
810,2024-10-20 19:47:26,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,963852,MANOPLA TW24,1010,Maria Santos,17814.58,15320.54,2494.0412,0.14
811,2025-07-09 17:38:54,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,852741,MANOPLA ZW64,4567,Camila Martins,3193.62,2746.51,447.1068,0.14
812,2025-06-18 11:31:15,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,963741,MANOPLA ZW90,4879,Vanessa Correia,4832.27,4155.75,676.5178,0.14
813,2025-07-19 03:20:46,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,789456,EIXO 12X48,5514,Priscila Campos,18687.55,16071.29,2616.257,0.14
814,2024-08-20 03:19:30,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123798,EIXO 24X48,2425,Bruno Rodrigues,20644.62,17754.37,2890.2468,0.14
815,2025-06-21 11:24:16,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,147258,EIXO 36X48,6568,Leandro Pinto,3335.94,2868.91,467.0316,0.14
816,2024-09-20 11:59:32,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,258369,EIXO 48X48,1241,Gabriela Rocha,15242.61,13108.64,2133.9654,0.14
817,2025-03-31 21:22:39,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,951236,PORTA PALETE ,1254,Larissa Barbosa,16590.22,14267.59,2322.6308,0.14
818,2024-10-17 14:25:55,36,3688,GL REPRESENTACOES,Vitória,ES,325874,SUPORTE PORTA,1596,Mateus Carvalho,14712.69,12652.91,2059.7766,0.14
819,2025-06-16 17:48:48,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,753698,PALETE PEQUENO,1254,Larissa Barbosa,5928.94,5098.89,830.0516,0.14
820,2024-08-30 07:59:32,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,357412,PALETE MEDIO,2369,Mariana Dias,3574.86,3074.38,500.4804,0.14
821,2024-11-12 15:37:02,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,357896,PALETE GRANDE,2425,Bruno Rodrigues,11935.36,10264.41,1670.9504,0.14
822,2025-02-10 06:04:10,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,6933.21,5962.56,970.6494,0.14
823,2024-11-07 12:47:57,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,985214,REFRIGERADOR TS4,1241,Gabriela Rocha,7257.71,6241.63,1016.0794,0.14
824,2024-12-01 00:10:25,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123456,CARRO TRANSPORTE,1241,Gabriela Rocha,9447.21,8124.60,1322.6094,0.14
825,2025-06-15 10:16:22,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,741852,GAVETA QUADRO,8745,João Silva,4491.21,3862.44,628.7694,0.14
826,2025-06-11 14:30:50,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,852963,MANOPLA TW12,1596,Mateus Carvalho,4310.95,3707.42,603.533,0.14
827,2025-01-29 04:14:26,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,963852,MANOPLA TW24,9856,Juliana Ferreira,11007.88,9466.78,1541.1032,0.14
828,2024-12-21 17:20:43,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,852741,MANOPLA ZW64,4748,Thiago Nascimento,7283.47,6263.78,1019.6858,0.14
829,2025-04-06 10:24:34,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,963741,MANOPLA ZW90,6454,Gustavo Ribeiro,7064.33,6075.32,989.0062,0.14
830,2025-03-09 09:11:44,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,789456,EIXO 12X48,1596,Mateus Carvalho,10398.27,8942.51,1455.7578,0.14
831,2024-12-16 00:36:32,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,123798,EIXO 24X48,5859,Carlos Souza,20460.85,17596.33,2864.519,0.14
832,2025-04-20 21:33:57,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,147258,EIXO 36X48,9897,Felipe Araújo,19634.44,16885.62,2748.8216,0.14
833,2025-06-30 05:18:44,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,258369,EIXO 48X48,1478,Ricardo Almeida,22506.55,19355.63,3150.917,0.14
834,2025-07-10 02:01:57,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,951236,PORTA PALETE ,3256,Letícia Moreira,12603.30,10838.84,1764.462,0.14
835,2024-08-15 04:51:12,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,325874,SUPORTE PORTA,5859,Carlos Souza,7744.62,6660.37,1084.2468,0.14
836,2025-08-05 16:29:16,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,753698,PALETE PEQUENO,2425,Bruno Rodrigues,14098.71,12124.89,1973.8194,0.14
837,2025-01-03 11:19:42,27,2787,TATIANE FLORES,Brasília,DF,357412,PALETE MEDIO,1616,Lucas Cardoso,4639.58,3990.04,649.5412,0.14
838,2025-07-20 16:17:08,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,357896,PALETE GRANDE,1616,Lucas Cardoso,6618.94,5692.29,926.6516,0.14
839,2024-11-16 10:02:43,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,24966.99,21471.61,3495.3786,0.14
840,2025-01-03 22:25:07,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,985214,REFRIGERADOR TS4,4748,Thiago Nascimento,5311.47,4567.86,743.6058,0.14
841,2025-07-12 23:42:16,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,123456,CARRO TRANSPORTE,3256,Letícia Moreira,9269.71,7971.95,1297.7594,0.14
842,2024-12-01 20:17:19,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,741852,GAVETA QUADRO,2425,Bruno Rodrigues,23341.58,20073.76,3267.8212,0.14
843,2025-07-22 09:09:46,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,852963,MANOPLA TW12,1010,Maria Santos,4230.15,3637.93,592.221,0.14
844,2025-05-31 20:23:48,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,963852,MANOPLA TW24,1616,Lucas Cardoso,4992.39,4293.46,698.9346,0.14
845,2025-08-04 10:57:10,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,852741,MANOPLA ZW64,7539,Rafael Pereira,22554.47,19396.84,3157.6258,0.14
846,2025-05-30 22:29:37,34,3388,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,963741,MANOPLA ZW90,2369,Mariana Dias,22720.65,19539.76,3180.891,0.14
847,2025-02-14 15:13:16,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,789456,EIXO 12X48,4748,Thiago Nascimento,5142.98,4422.96,720.0172,0.14
848,2024-08-20 07:53:51,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,123798,EIXO 24X48,5859,Carlos Souza,9004.48,7743.85,1260.6272,0.14
